ID,Var_ID,Name,Description,ord
SCCS217-2,SCCS217,Ambilocal,"Ambilocal, i.e., residence established optionally with or near the parents of either the husband or the wife, depending upon circumstances or personal choice, where neither alternative exceeds the other in actual frequency by a ratio greater than two to one.",2
SCCS217-3,SCCS217,Avuncu-uxorilocal,"Optionally uxorilocal or avunculocal. This may be the case in a uxorilocal society where many men marry a MoBrDa and thus, in fact, live avunculocally",3
SCCS217-4,SCCS217,Avuncu-virilocal,Optionally patrilocal (or virilocal) or avunculocal,4
SCCS217-5,SCCS217,Matrilocal,"Matrilocal, i.e., normal residence with or near the female matrilineal kinsmen of the wife. Cf. U Uxorilocal",5
SCCS217-6,SCCS217,Neolocal,"Neolocal, i.e., normal residence apart from the relatives of both spouses or at a place not determined by the kin ties of either",6
SCCS217-7,SCCS217,Separate,"Nonestablishment of a common household, i.e., where both spouses remain in their natal households, sometimes called ""duolocal"" or ""natolocal"" residence",7
SCCS217-8,SCCS217,Patrilocal,"Patrilocal, i.e., normal residence with or near the male patrilineal kinsmen of the husband. Cf. V Virilocal",8
SCCS217-9,SCCS217,Uxorilocal,"Uxorilocal. Equivalent to ""matrilocal"" but confined to instances where the wife's matrikin are not aggregated in matrilocal and matrilineal kin groups",9
SCCS217-10,SCCS217,Virilocal,"Virilocal. Equivalent to ""patrilocal"" but confined to instances where the husband's patrikin are not aggregated in patrilocal and patrilineal kin groups",10
SCCS217-11,SCCS217,No alternate,No alternate form,11
SCCS218-NA,SCCS218,Missing data,Missing data,99
SCCS218-1,SCCS218,Wife to husband,"Wife to husband's group (patrilocal, virilocal) or wife to husband's mother's brother's household (avunculocal)",1
SCCS218-2,SCCS218,Ambi/neo-local,Couple to either group or neolocal,2
SCCS218-3,SCCS218,Husband to wife,Husband to wifeâ€™s group,3
SCCS218-4,SCCS218,Separate,No common residence,4
SCCS218-9,SCCS218,No alternate,No alternate form,9
SCCS219-NA,SCCS219,Missing data,Missing data,99
SCCS219-1,SCCS219,Demes,"Demes, i.e., communities revealing a marked tendency toward local endogamy but not segmented into clan-barrios",1
SCCS219-2,SCCS219,"Segmented, no exogamy","Segmented communities, i.e., those divided into barrios, wards, or hamlets, each of which is essentially a localized kin group, a clan or ramage, in the absence of any indication of local exogamy. Large extended families (see ""Domestic organization""), are treated as clan-barrios if they are integrated by a rule of ambilineal, matrilineal, or patrilineal descent.",2
SCCS219-3,SCCS219,Agamous,Agamous communities without localized clans or any marked tendency toward either local exogamy or local endogamy,3
SCCS219-4,SCCS219,Exogamous,"Exogamous communities, i.e., those revealing a marked tendency toward local exogamy without having the specific structure of clans",4
SCCS219-5,SCCS219,"Segmented, exogamy",Segmented communities where a marked tendency toward local exogamy is also specifically reported,5
SCCS219-6,SCCS219,Clans,"Clan-communities, each consisting essentially of a single localized exogamous kin group or clan (see ""Organization of clan communities"" for more detail)",6
SCCS220-NA,SCCS220,Missing data,Missing data,99
SCCS220-1,SCCS220,Clans,Clan communities not segmented into clan barrios,1
SCCS220-2,SCCS220,Clans with barrios,Clan communities segmented into clan barrios,2
SCCS220-9,SCCS220,No exogamous clans,Communities not organized as exogamous clan communities,9
SCCS221-NA,SCCS221,Missing data,Missing data,99
SCCS221-1,SCCS221,None,None,1
SCCS221-2,SCCS221,Exogamy only,"Absence of true patrilineal kin groups, but presence of patrilineal exogamy",2
SCCS221-3,SCCS221,Lineages,"Lineages of modest size, i.e., patrilineal kin groups whose core membership is normally confined to a single community or a part thereof",3
SCCS221-4,SCCS221,Sibs,"Sibs (""clans"" in British usage), i.e., lineages whose core membership normally comprises residents of more than one community",4
SCCS221-5,SCCS221,Phratries,"Phratries, i.e., maximal lineages when there are more than two in the society and when sibs are also present. Segmentary lineage systems in which segments of a lower order of magnitude are equivalent to sibs are also included in this category.",5
SCCS221-6,SCCS221,Moieties,"Moieties, i.e., maximal lineages when there are only two such in the society",6
SCCS222-NA,SCCS222,Missing data,Missing data,99
SCCS222-1,SCCS222,No exogamy,No patrilineal exogamy,1
SCCS222-2,SCCS222,Extended taboo,"Extension of incest taboos to known patrilineal kinsmen, provided such extension does not apply generally to bilateral kinsmen of equal remoteness",2
SCCS222-3,SCCS222,Lineages,"Lineages of modest size, i.e., patrilineal kin groups whose core membership is normally confined to a single community or a part thereof",3
SCCS222-4,SCCS222,Sibs,"Sibs (""clans"" in British usage), i.e., lineages whose core membership normally comprises residents of more than one community",4
SCCS222-5,SCCS222,Phratries,"Phratries, i.e., maximal lineages when there are more than two in the society and when sibs are also present. Segmentary lineage systems in which segments of a lower order of magnitude are equivalent to sibs are also included in this category.",5
SCCS222-6,SCCS222,Moieties,"Moieties, i.e., maximal lineages when there are only two such in the society",6
SCCS223-NA,SCCS223,Missing data,Missing data,99
SCCS223-1,SCCS223,None,None,1
SCCS223-2,SCCS223,Exogamy only,"Absence of true matrilineal kin groups, but presence of matrilineal exogamy",2
SCCS223-3,SCCS223,Lineages,"Lineages of modest size, i.e., matrilineal kin groups whose core membership is normally confined to a single community or a part thereof",3
SCCS223-4,SCCS223,Sibs,"Sibs (""clans"" in British usage), i.e., lineages whose core membership normally comprises residents of more than one community",4
SCCS223-5,SCCS223,Phratries,"Phratries, i.e., maximal lineages when there are more than two in the society and when sibs are also present. Segmentary lineage systems in which segments of a lower order of magnitude are equivalent to sibs are also included in this category.",5
SCCS223-6,SCCS223,Moieties,"Moieties, i.e., maximal lineages when there are only two such in the society",6
SCCS224-NA,SCCS224,Missing data,Missing data,99
SCCS224-1,SCCS224,No exogamy,No matrilineal exogamy,1
SCCS224-2,SCCS224,Extended taboo,"Extension of incest taboos to known matrilineal kinsmen, provided extension does not apply generally to bilateral kinsmen of equal remoteness.",2
SCCS224-3,SCCS224,Lineages,"Lineages of modest size, i.e., matrilineal kin groups whose core membership is normally confined to a single community or a part thereof",3
SCCS224-4,SCCS224,Sibs,"Sibs (""clans"" in British usage), i.e., lineages whose core membership normally comprises residents of more than one community",4
SCCS224-5,SCCS224,Phratries,"Phratries, i.e., maximal lineages when there are more than two in the society and when sibs are also present. Segmentary lineage systems in which segments of a lower order of magnitude are equivalent to sibs are also included in this category.",5
SCCS224-6,SCCS224,Moieties,"Moieties, i.e., maximal lineages when there are only two such in the society",6
SCCS225-NA,SCCS225,Missing data,Missing data,99
SCCS225-1,SCCS225,Bilateral inferred,"Bilateral descent as inferred from the absence of reported ambilineal, matrilineal, or patrilineal kin groups, kindreds being absent or unreported",1
SCCS225-2,SCCS225,Bilateral kindreds,"Kindreds: bilateral descent with specifically reported kindreds, i.e., Ego-oriented bilateral kin groups or categories",2
SCCS225-3,SCCS225,Ambilineal,"Ambilineal descent inferred from the presence of ambilocal extended families, true ramages being absent or unreported",3
SCCS225-4,SCCS225,Ramages,"Ramages, i.e., ancestor-oriented ambilineal kin groups, if they are agamous, endogamous, or not specifically stated to be exogamous",4
SCCS225-5,SCCS225,Exogamous ramages,Exogamous ramages specifically reported,5
SCCS225-6,SCCS225,Quasi-lineages,"Bilateral descent with reported or probable quasi-lineages, i.e., cognatic groups approximating the structure of lineages but based on filiation rather than on unilineal or ambilineal descent",6
SCCS225-9,SCCS225,No cognatic kin,Absence of cognatic kin groups as inferred from the presence of unilineal descent,9
SCCS226-NA,SCCS226,Missing data,Missing data,99
SCCS226-2,SCCS226,Kindreds,"Kindreds: bilateral descent with specifically reported kindreds, i.e., Ego-oriented bilateral kin groups or categories",2
SCCS226-4,SCCS226,Ramages,"Ramages, i.e., ancestor-oriented ambilineal kin groups, if they are agamous, endogamous, or not specifically stated to be exogamous",4
SCCS226-9,SCCS226,No secondary groups,No secondary cognatic groups,9
SCCS227-NA,SCCS227,Missing data,Missing data,99
SCCS227-1,SCCS227,Cross-cousin,"Duolateral cross-cousin marriage permitted, i.e., marriage allowed with either MoBrDa or FaSiDa but forbidden with a parallel cousin",1
SCCS227-2,SCCS227,Paternal only,Duolateral marriage permitted with paternal cousins only (FaBrDa or FaSiDa),2
SCCS227-3,SCCS227,Maternal only,Duolateral marriage permitted with maternal cousins only (MoBrDa or MoSiDa),3
SCCS227-4,SCCS227,FaBrDa/MoBrDa only,Duolateral marriage permitted with an uncle's daughter only (FaBrDa or MoBrDa),4
SCCS227-5,SCCS227,FaSiDa/MoSiDa only,Duolateral marriage permitted with an aunt's daughter only (FaSiDa or MoSiDa),5
SCCS227-6,SCCS227,Matrilateral cross only,"Unilateral: only matrilateral cross-cousin marriage permitted, i.e., with a MoBrDa",6
SCCS227-7,SCCS227,No first/second cousins,"Nonlateral marriage, i.e., unions forbidden with any first or second cousin",7
SCCS227-8,SCCS227,No first cousins,"Nonlateral marriage, evidence available only for first cousins",8
SCCS227-9,SCCS227,Patrilateral cross only,"Unilateral: only patrilateral cross-cousin marriage permitted i.e., with a FaSiDa",9
SCCS227-10,SCCS227,Any first cousins,"Quadrilateral marriage, i.e., marriage allowed with any first cousin",10
SCCS227-11,SCCS227,Some second only,Nonlateral marriage in which all first cousins and some but not all second cousins are forbidden as spouses,11
SCCS227-12,SCCS227,Only second cousins,Nonlateral marriage in which unions are forbidden with any first cousin but are permitted with any second cousin (or at least any who is not a lineage mate),12
SCCS227-13,SCCS227,Trilateral,"Trilateral marriage, i.e., marriage allowed with any first cousin except an orthocousin or lineage mate",13
SCCS228-NA,SCCS228,Missing data,Missing data,99
SCCS228-1,SCCS228,Cross-cousin: either,"Duolateral, symmetrical preference for MoBrDa or FaSiDa",1
SCCS228-2,SCCS228,Cross-cousin: matri,"Duolateral, matrilateral preference (MoBrDa)",2
SCCS228-3,SCCS228,Cross-cousin: patri,"Duolateral, patrilateral preference (FaSiDa)",3
SCCS228-4,SCCS228,Maternal: MoBrDa,"Duolateral, with maternal cousins only and MoBrDa preferred",4
SCCS228-5,SCCS228,Uni: MoBrDa,Unilateral: matrilateral cross-cousin marriage to MoBrDa preferred rather than merely permitted,5
SCCS228-6,SCCS228,Uni: FaSiDa,Unilateral: patrilateral cross-cousin marriage to FaSiDa preferred rather than merely permitted,6
SCCS228-7,SCCS228,All: FaBrDa,"Quadrilateral, where FaBrDa is the preferred mate",7
SCCS228-8,SCCS228,All: cross,"Quadrilateral, symmetrical preference (FaSiDa or MoBrDa)",8
SCCS228-9,SCCS228,All: matri,"Quadrilateral, matrilateral preference (MoSi__ or MoBr__)",9
SCCS228-10,SCCS228,Some second only,"Nonlateral, with preference for particular second cross-cousins only, notably MoMoBrDaDa or FaMoBrSoDa, often reported of societies with subsection systems",10
SCCS228-11,SCCS228,Second cousins preferred,"Nonlateral, with second-cousin marriage preferred rather than merely permitted",11
SCCS228-12,SCCS228,Tri: bilateral,"Trilateral marriage, with preference for a bilateral cross-cousin (MoBrDa = FaSiDa).",12
SCCS228-13,SCCS228,Tri: matrilateral,"Trilateral marriage, with preference for a matrilateral cross-cousin (MoBrDa)",13
SCCS228-14,SCCS228,Tri: patrilateral,"Trilateral marriage, with preference for a patrilateral cross-cousin (FaSiDa)",14
SCCS228-15,SCCS228,None preferred,No preferred cousin marriages,15
SCCS229-NA,SCCS229,Missing data,Missing data,99
SCCS229-1,SCCS229,Quadrilateral,"Quadrilateral marriage, i.e., marriage allowed with any first cousin",1
SCCS229-2,SCCS229,Trilateral,"Trilateral marriage, i.e., marriage allowed with any first cousin except an orthocousin or lineage mate",2
SCCS229-3,SCCS229,Duolateral,Two of four first cousins marriageable,3
SCCS229-4,SCCS229,Unilateral,One of four first cousins marriageable,4
SCCS229-5,SCCS229,Only second cousins,Nonlateral marriage in which unions are forbidden with any first cousin but are permitted with any second cousin (or at least any who is not a lineage mate),5
SCCS229-6,SCCS229,Some second only,Nonlateral marriage in which all first cousins and some but not all second cousins are forbidden as spouses,6
SCCS229-7,SCCS229,No first cousins,Nonlateral marriage when evidence is available only for first cousins,7
SCCS229-8,SCCS229,No first/second cousins,"Nonlateral marriage, i.e., unions forbidden with any first or second cousin",8
SCCS230-NA,SCCS230,Missing data,Missing data,99
SCCS230-1,SCCS230,Cross-cousin,A symmetrical cross-cousin is preferred spouse,1
SCCS230-2,SCCS230,MoBrDa,MoBrDa is preferred spouse,2
SCCS230-3,SCCS230,FaSiDa,FaSiDa is preferred spouse,3
SCCS230-4,SCCS230,FaBrDa,FaBrDa is preferred spouse,4
SCCS230-5,SCCS230,Second cousin,A second-cousin is preferred spouse,5
SCCS230-9,SCCS230,None preferred,No preferred cousin marriage,9
SCCS231-NA,SCCS231,Missing data,Missing data,99
SCCS231-1,SCCS231,Crow,"Crow, i.e., FaSiCh equated with Fa or FaSi and/or MoBrCh with Ch or BrCh(ws)",1
SCCS231-2,SCCS231,Descriptive,"Descriptive or derivative, rather than elementary, terms employed for all cousins",2
SCCS231-3,SCCS231,Eskimo,"Eskimo, i.e., FaBrCh, FaSiCh, MoBrCh, and MoSiCh equated with each other but differentiated from siblings",3
SCCS231-4,SCCS231,Hawaiian,"Hawaiian, i.e., all cousins equated with siblings or called by terms clearly derivative from those for siblings",4
SCCS231-5,SCCS231,Iroquois,"Iroquois, i.e., FaSiCh equated with MoBrCh but differentiated from both siblings and parallel cousins",5
SCCS231-6,SCCS231,Omaha,"Omaha, i.e., MoBrCh equated with MoBr or Mo and/or FaSiCh with SiCh(ms) or Ch",6
SCCS231-7,SCCS231,Sudanese,"Sudanese, i.e., FaSiCh and MoBrCh distinguished alike from siblings, parallel cousins, and each other but without conforming to either the Crow, the descriptive, or the Omaha patterns",7
SCCS231-8,SCCS231,Mixed,"Mixed or variant patterns not adequately represented by any of the foregoing symbols. The details are given under ""Classification by Clusters.""",8
SCCS232-NA,SCCS232,Missing data,Missing data,99
SCCS232-1,SCCS232,No agriculture,Complete absence of agriculture,1
SCCS232-2,SCCS232,Casual,"Casual agriculture, i.e., the slight or sporadic cultivation of food or other plants incidental to a primary dependence upon other subsistence practices",2
SCCS232-3,SCCS232,Extensive/shifting,"Extensive or shifting cultivation, as where new fields are cleared annually, cultivated for a year or two, and then allowed to revert to forest or brush for a long fallow period",3
SCCS232-4,SCCS232,Horticulture,"Horticulture, i.e., semi-intensive agriculture limited mainly to vegetable gardens or groves of fruit trees rather than the cultivation of field crops",4
SCCS232-5,SCCS232,Intensive,"Intensive agriculture on permanent fields, utilizing fertilization by compost or animal manure, crop rotation, or other techniques so that fallowing is either unnecessary or is confined to relatively short periods",5
SCCS232-6,SCCS232,Intensive irrigated,Intensive cultivation where it is largely dependent upon irrigation,6
SCCS233-NA,SCCS233,Missing data,Missing data,99
SCCS233-1,SCCS233,No agriculture,No agriculture,1
SCCS233-2,SCCS233,Non-food,"Non-food crops only, e.g., cotton or tobacco",2
SCCS233-3,SCCS233,Vegetables,"Vegetables, e.g., cucurbits, greens, or legumes, when more important than other crops",3
SCCS233-4,SCCS233,Tree-fruits,"Tree fruits, e.g., bananas, breadfruit, coconuts, or dates, when more important than cereal grains and root crops. Sago, unless specifically reported to be cultivated, is treated as a gathered product rather than a cultivated one",4
SCCS233-5,SCCS233,Roots/tubers,"Roots or tubers, e.g., manioc, potatoes, taro, or yams, when more important than cereal grains and at least as important as tree crops or vegetables",5
SCCS233-6,SCCS233,Cereals,"Cereal grains, e.g., maize, millet, rice, or wheat, when at least as important as any other type of crop",6
SCCS234-NA,SCCS234,Missing data,Missing data,99
SCCS234-1,SCCS234,Nomadic,Fully migratory or nomadic bands,1
SCCS234-2,SCCS234,Seminomadic,"Seminomadic communities whose members wander in bands for at least half of the year but occupy a fixed settlement at some season or seasons, e.g., recurrently occupied winter quarters",2
SCCS234-3,SCCS234,Semisedentary,"Semisedentary communities whose members shift from one to another fixed settlement at different seasons or who occupy more or less permanently a single settlement from which a substantial proportion of the population departs seasonally to occupy shifting camps, e.g., during transhumance",3
SCCS234-4,SCCS234,Impermanent,"Compact but impermanent settlements, i.e., villages whose location is shifted every few years",4
SCCS234-5,SCCS234,Dispersed homesteads,Neighborhoods of dispersed family homesteads,5
SCCS234-6,SCCS234,Hamlets,Separated hamlets where several such form a more or less permanent single community,6
SCCS234-7,SCCS234,Villages/towns,"Compact and relatively permanent settlements, i.e., nucleated villages or towns",7
SCCS234-8,SCCS234,Complex permanent,Complex settlements consisting of a nucleated village or town with outlying homesteads or satellite hamlets. Urban aggregations of population are not separately indicated since EA031 deals with community size,8
SCCS235-NA,SCCS235,Missing data,Missing data,99
SCCS235-1,SCCS235,<50,Fewer than 50 persons,1
SCCS235-2,SCCS235,50-99,From 50 to 99 persons,2
SCCS235-3,SCCS235,100-199,From 100 to 199 persons,3
SCCS235-4,SCCS235,200-399,From 200 to 399 persons,4
SCCS235-5,SCCS235,400-1000,"From 400 to 1,000 persons",5
SCCS235-6,SCCS235,1000+ no towns,"More than 1,000 persons in the absence of indigenous urban aggregations",6
SCCS235-7,SCCS235,5000-50000,"One or more indigenous towns of more than 5,000 inhabitants but none of more than 50,000",7
SCCS235-8,SCCS235,50000+,"One or more indigenous cities with more than 50,000 inhabitants",8
SCCS236-NA,SCCS236,Missing data,Missing data,99
SCCS236-2,SCCS236,Independent families,Independent families (may be nuclear or polygynous),2
SCCS236-3,SCCS236,Extended families,Extended families,3
SCCS236-4,SCCS236,Clan-barrios,Clan-barrios,4
SCCS237-NA,SCCS237,Missing data,Missing data,99
SCCS237-1,SCCS237,Acephalous,"No political authority beyond community (e.g., autonomous bands and villages)",1
SCCS237-2,SCCS237,One level,"One level (e.g., petty chiefdoms)",2
SCCS237-3,SCCS237,Two levels,"Two levels (e.g., larger chiefdoms)",3
SCCS237-4,SCCS237,Three levels,"Three levels (e.g., states)",4
SCCS237-5,SCCS237,Four levels,"Four levels (e.g., large states)",5
SCCS238-NA,SCCS238,Missing data,Missing data,99
SCCS238-1,SCCS238,Absent,A high god absent or not reported in substantial descriptions of religious beliefs,1
SCCS238-2,SCCS238,Otiose,A high god present but otiose or not concerned with human affairs,2
SCCS238-3,SCCS238,"Active, but not supporting morality",A high god present and active in human affairs but not offering positive support to human morality,3
SCCS238-4,SCCS238,"Active, supporting morality","A high god present, active, and specifically supportive of human morality",4
SCCS239-NA,SCCS239,Missing data,Missing data,99
SCCS239-1,SCCS239,No games,No games of any of the three types,1
SCCS239-2,SCCS239,Physical skill only,"Games of physical skill only, whether or not they may also involve incidental elements of chance or strategy, e.g., foot racing, wrestling, the hoop-and-pole game",2
SCCS239-3,SCCS239,Chance only,"Games of chance only, with no significant element of either physical skill or strategy involved, e.g., dice games",3
SCCS239-4,SCCS239,Physical skill and chance,Games of physical skill and of chance both present,4
SCCS239-5,SCCS239,Strategy only,"Games of strategy only, involving no significant element of physical skill, e.g., chess, go, poker. Whether or not an element of chance is also involved is considered irrelevant",5
SCCS239-6,SCCS239,Strategy and physical skill,"Games of physical skill and of strategy present, but not games of chance",6
SCCS239-7,SCCS239,Strategy and chance,"Games of chance and of strategy present, but not games of physical skill",7
SCCS239-8,SCCS239,All types,Games of all three types present,8
SCCS240-NA,SCCS240,Missing data,Missing data,99
SCCS240-1,SCCS240,No taboo,"No taboo, especially where the husband is expected to have intercourse with his wife as soon as possible after childbirth for the alleged benefit of the child",1
SCCS240-2,SCCS240,Up to one month,"Short post-partum taboo, lasting not more than one month",2
SCCS240-3,SCCS240,One to six months,Duration of from more than a month to six months,3
SCCS240-4,SCCS240,Six months to a year,Duration of from more than six months to one year,4
SCCS240-5,SCCS240,A year to two years,Duration of from more than one year to two years,5
SCCS240-6,SCCS240,More than two years,Duration of more than two years,6
SCCS241-NA,SCCS241,Missing data,Missing data,99
SCCS241-1,SCCS241,Absent,Absent or not generally practiced,1
SCCS241-2,SCCS241,Shortly after birth,"Performed shortly after birth, i.e., within the first two months",2
SCCS241-3,SCCS241,Infancy ,"Performed during infancy, i.e., from two months to two years of age",3
SCCS241-4,SCCS241,Early childhood,"Performed during early childhood, i.e., from two to five years of age",4
SCCS241-5,SCCS241,Late childhood,"Performed during late childhood, i.e., from six to ten years of age",5
SCCS241-6,SCCS241,Adolescence,"Performed during adolescence, i.e., from eleven to fifteen years of age",6
SCCS241-7,SCCS241,Early adulthood,"Performed during early adulthood, i.e., from sixteen to 25 years of age",7
SCCS241-8,SCCS241,Maturity,"Performed during maturity, i.e., from 25 to 50 years of age",8
SCCS241-9,SCCS241,Old age,"Performed in old age, i.e., after 50 years of age",9
SCCS241-10,SCCS241,"Customary, age unclear","Circumcision customary, but the normal age is unspecified or unclear",10
SCCS242-NA,SCCS242,Missing data,Missing data,99
SCCS242-1,SCCS242,No segregation,"Absence of segregation, adolescent boys residing and sleeping in the same dwelling as their mothers and sisters",1
SCCS242-2,SCCS242,Partial,"Partial segregation, adolescent boys residing or eating with their natal families but sleeping apart from them, e.g., in a special hut or in a cattle shed",2
SCCS242-3,SCCS242,Complete: outside nuclear family,"Complete segregation, in which adolescent boys go to live as individuals with relatives outside the nuclear family, e.g., with grandparents or with a maternal or paternal uncle",3
SCCS242-4,SCCS242,Complete: outside kin,"Complete segregation, in which adolescent boys go to live as individuals with non-relatives, e.g., as retainers to a chief or as apprentices to specialists",4
SCCS242-5,SCCS242,Complete: own peers,"Complete segregation, in which boys reside with a group of their own peers, e.g., in bachelor dormitories, military regiments, or age-villages",5
SCCS243-NA,SCCS243,Missing data,Missing data,99
SCCS243-1,SCCS243,Absent,Absent (no plow animals),1
SCCS243-2,SCCS243,Not aboriginal but present,Plow cultivation not aboriginal but well established at the period of observation,2
SCCS243-3,SCCS243,Present,Animals employed in plow cultivation prior to the contact period,3
SCCS244-NA,SCCS244,Missing data,Missing data,99
SCCS244-1,SCCS244,Absence or near absence,"Absence or near absence of domestic animals other than bees, eats, dogs, fowl, guinea pigs, or the like",1
SCCS244-2,SCCS244,Pigs,Pigs the only domestic animals of consequence,2
SCCS244-3,SCCS244,Sheep/goats,Sheep and/or goats when larger domestic animals are absent or much less important,3
SCCS244-4,SCCS244,Equine,"Equine animals, e.g., horses, donkeys",4
SCCS244-5,SCCS244,Deer,"Deer, e.g., reindeer",5
SCCS244-6,SCCS244,Camelids,"Camels or other animals of related genera, e.g., alpacas, llamas",6
SCCS244-7,SCCS244,Bovine,"Bovine animals, e.g., cattle, mithun, water buffaloes, yaks",7
SCCS245-NA,SCCS245,Missing data,Missing data,99
SCCS245-1,SCCS245,Absence or near absence,Absence or near absence of milking,1
SCCS245-2,SCCS245,More than sporadically,Domestic animals milked more often than sporadically,2
SCCS246-NA,SCCS246,Missing for at least 1 activity,Missing data for at least one subsistence activity,99
SCCS246-1,SCCS246,Gathering,Gathering contributes most,1
SCCS246-2,SCCS246,Fishing,Fishing contributes most,2
SCCS246-3,SCCS246,Hunting,Hunting contributes most,3
SCCS246-4,SCCS246,Pastoralism,Pastoralism contributes most,4
SCCS246-5,SCCS246,Casual agriculture,Casual agriculture contributes most,5
SCCS246-6,SCCS246,Extensive agriculture,Extensive agriculture contributes most,6
SCCS246-7,SCCS246,Intensive agriculture,Intensive agriculture contributes most,7
SCCS246-8,SCCS246,Two or more sources,Two or more sources contribute equally,8
SCCS246-9,SCCS246,"Agriculture, type unknown","Agriculture contributes most, type unknown",9
SCCS247-NA,SCCS247,Missing data,Missing data,99
SCCS247-1,SCCS247,Patrilineal,"Patrilineal (EA017 > 1, EA019 = 1, EA021 = 9)",1
SCCS247-2,SCCS247,Duolateral,"Duolateral (EA017 > 1, EA019 > 1, EA021 = 9 or EA021 = 0)",2
SCCS247-3,SCCS247,Matrilineal,"Matrilineal (EA017 = 1, EA019 > 1, EA021 = 9)",3
SCCS247-4,SCCS247,Quasi-lineages,"Quasi-lineages (EA017 = 1, EA019 = 1, EA021 = 6)",4
SCCS247-5,SCCS247,Ambilineal,"Ambilineal (EA017 = 1, EA019 = 1, EA021 = 3 or EA021 = 4 or EA021 = 5)",5
SCCS247-6,SCCS247,Bilateral,"Bilateral (EA017 = 1, EA019 = 1, EA021 = 1 or EA021 = 2)",6
SCCS247-7,SCCS247,Mixed,"Mixed (EA017  and/or EA019 > 1,and EA021 not equal to 9)",7
SCCS248-NA,SCCS248,Missing data,Missing data,99
SCCS248-1,SCCS248,Males alone,"Males alone perform the activity, female participation being negligible",1
SCCS248-2,SCCS248,"Both, males more","Both sexes participate, but males do appreciably more than females",2
SCCS248-3,SCCS248,Differentiated but equal,Differentiation of specific tasks by sex but approximately equal participation by both sexes in the total activity,3
SCCS248-4,SCCS248,Equal participation,Equal participation by both sexes without marked or reported differentiation in specific tasks,4
SCCS248-5,SCCS248,"Both, females more","Both sexes participate, but females do appreciably more than males",5
SCCS248-6,SCCS248,Females alone,"Females alone perform the activity, male participation being negligible",6
SCCS248-7,SCCS248,Sex irrelevant,"Sex participation irrelevant, especially where production is industrialized",7
SCCS248-8,SCCS248,"Activity present, sex diff. unspecified","The activity is present, but sex participation is unspecified in the sources consulted",8
SCCS248-9,SCCS248,Activity is absent,The activity is absent or unimportant in the particular society,9
SCCS249-NA,SCCS249,Missing data,Missing data,99
SCCS249-1,SCCS249,Males alone,"Males alone perform the activity, female participation being negligible",1
SCCS249-2,SCCS249,"Both, males more","Both sexes participate, but males do appreciably more than females",2
SCCS249-3,SCCS249,Differentiated but equal,Differentiation of specific tasks by sex but approximately equal participation by both sexes in the total activity,3
SCCS249-4,SCCS249,Equal participation,Equal participation by both sexes without marked or reported differentiation in specific tasks,4
SCCS249-5,SCCS249,"Both, females more","Both sexes participate, but females do appreciably more than males",5
SCCS249-6,SCCS249,Females alone,"Females alone perform the activity, male participation being negligible",6
SCCS249-7,SCCS249,Sex irrelevant,"Sex participation irrelevant, especially where production is industrialized",7
SCCS249-8,SCCS249,"Activity present, sex diff. unspecified","The activity is present, but sex participation is unspecified in the sources consulted",8
SCCS249-9,SCCS249,Activity is absent,The activity is absent or unimportant in the particular society,9
SCCS250-NA,SCCS250,Missing data,Missing data,99
SCCS250-1,SCCS250,Males alone,"Males alone perform the activity, female participation being negligible",1
SCCS250-2,SCCS250,"Both, males more","Both sexes participate, but males do appreciably more than females",2
SCCS250-3,SCCS250,Differentiated but equal,Differentiation of specific tasks by sex but approximately equal participation by both sexes in the total activity,3
SCCS250-4,SCCS250,Equal participation,Equal participation by both sexes without marked or reported differentiation in specific tasks,4
SCCS250-5,SCCS250,"Both, females more","Both sexes participate, but females do appreciably more than males",5
SCCS250-6,SCCS250,Females alone,"Females alone perform the activity, male participation being negligible",6
SCCS250-7,SCCS250,Sex irrelevant,"Sex participation irrelevant, especially where production is industrialized",7
SCCS250-8,SCCS250,"Activity present, sex diff. unspecified","The activity is present, but sex participation is unspecified in the sources consulted",8
SCCS250-9,SCCS250,Activity is absent,The activity is absent or unimportant in the particular society,9
SCCS251-NA,SCCS251,Missing data,Missing data,99
SCCS251-1,SCCS251,Males alone,"Males alone perform the activity, female participation being negligible",1
SCCS251-2,SCCS251,"Both, males more","Both sexes participate, but males do appreciably more than females",2
SCCS251-3,SCCS251,Differentiated but equal,Differentiation of specific tasks by sex but approximately equal participation by both sexes in the total activity,3
SCCS251-4,SCCS251,Equal participation,Equal participation by both sexes without marked or reported differentiation in specific tasks,4
SCCS251-5,SCCS251,"Both, females more","Both sexes participate, but females do appreciably more than males",5
SCCS251-6,SCCS251,Females alone,"Females alone perform the activity, male participation being negligible",6
SCCS251-7,SCCS251,Sex irrelevant,"Sex participation irrelevant, especially where production is industrialized",7
SCCS251-8,SCCS251,"Activity present, sex diff. unspecified","The activity is present, but sex participation is unspecified in the sources consulted",8
SCCS251-9,SCCS251,Activity is absent,The activity is absent or unimportant in the particular society,9
SCCS252-NA,SCCS252,Missing data,Missing data,99
SCCS252-1,SCCS252,Males alone,"Males alone perform the activity, female participation being negligible",1
SCCS252-2,SCCS252,"Both, males more","Both sexes participate, but males do appreciably more than females",2
SCCS252-3,SCCS252,Differentiated but equal,Differentiation of specific tasks by sex but approximately equal participation by both sexes in the total activity,3
