"SCCS ID","SCCS Name","SCCS Date","SCCS Note","EA ID","EA Name","EA Date","EA Note","EA Summary ID","EA Summary Name","EA Summary Date","EA Summary Note","AWC ID","AWC Name","AWC Date","AWC Note","SRS","PSF Cluster No","PSF Cluster Name","SES Name","WES Name","Fiche ID","Fiche Name","Fiche Source","Fiche Note","eHRAF ID","eHRAF Name","eHRAF Source","Culture Name","Start Date","End Date","Community Name","District Name","Focus Note","Region Code","Culture Area","Countries","Population (in thousands)","Population Year","Population Note","Language Name","Language Code","Language Note","Ethnonyms"
"None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","0","None","None","None","Bhil","None","None","None","None","None","None","None","Bhil","9999","9999","None","None","None","AS","None","India","0.0","0","None","Bhili","BHB","None",""
"None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","0","None","None","Bhotia","None","None","None","None","None","None","None","None","Bhotia","9999","9999","None","None","None","AS","None","Bhutan","0.0","0","None","Dzongkha","DZO","None",""
"None","None","None","None","Eg07","Hill Bhuiya","1930","None","Eg07","Hill Bhuiya","1930","None","E16b","Bhuiya","1930","Munda or Kolarian Peoples","0","None","None","None","None","None","None","None","None","None","None","None","Bhuiya","1930","1930","None","None","Special reference is made to the Hill Bhuiya.","AS","None","India","0.0","0","None","Bhuiya","BHC","None",""
"None","None","None","None","Ef10","Bihari","1880","None","None","None","None","None","None","None","None","None","0","None","None","None","None","AW02","Bihar","1","None","None","None","None","Bihari","1880","1880","None","Ganges River Valley","None","AS","None","India","24200.0","1880","None","Not Clear","999","Bihari given in source as language; Ethnologue lists Bhojpuri(BHJ)Magahi(MQM), and Maithili(MKP) and says Bihari is cover term",""
"None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","0","None","None","Birhor","None","None","None","None","None","None","None","None","Birhor","1960","1960","None","None","None","AS","None","India","0.0","0","None","Birhor","BIY","None",""
"None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","0","None","None","None","Bondo","None","None","None","None","None","None","None","Bondo","9999","9999","None","None","None","AS","None","India","0.0","0","None","Bondo","BFW","None",""
"71","Burmese","1965","None","Ei03","Burmese","1950","None","Ei03","Burmese","1950","HRAF 2 and 23 are cited.","E19a","Burmese","1960","Tibeto-Burman Peoples of Burma","0","None","None","None","None","AP04","Burmese","2, 23","None","AP04","Burmans","http://ehrafworldcultures.yale.edu/document?id=ap04-002 (caution)
http://ehrafworldcultures.yale.edu/document?id=ap04-023
http://ehrafworldcultures.yale.edu/document?id=ap04-034
","Burmese","1950","1950","Nondwin","None","None","AS","Mainland Southeast Asia","Burma","0.0","0","None","Burmese","BMS","None","Burmese,Myanmarese"
"None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","0","None","None","None","None","AP04","Burmese","14","None","AP04","Burmans","http://ehrafworldcultures.yale.edu/document?id=ap04-014
","Burmese","1949","1949","Tadagale","None","None","AS","Mainland Southeast Asia","Burma","0.9","1949","None","Burmese","BMS","None","Burmese,Myanmarese"
"None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","0","None","None","None","Burmese","None","None","None","None","None","None","None","Burmese","9999","9999","None","None","None","AS","Mainland Southeast Asia","Burma","0.0","0","None","Burmese","BMS","None",""
"64","Burusho","1934","None","Ee02","Burusho","1930","None","Ee02","Burusho","1930","None","E02a","Burusho","1934","None","0","None","None","Barusho","None","AV07","Burusho","1,2,3","None","AV07","Burusho","http://ehrafworldcultures.yale.edu/document?id=av07-001
http://ehrafworldcultures.yale.edu/document?id=av07-002
http://ehrafworldcultures.yale.edu/document?id=av07-003
","Burusho","1934","1934","None","Hunza State","None","AS","None","Pakistan","0.0","0","None","Burushaski","BSK","None","Boorishki,Brushas,Brushias,Brusho,Burushas,Burushaski,Burushos,Hunza,Hunzukuts,Jamma and Kashmir Burushos,Kanjut,Khaguna,Kunjoot,Werchikwar,Werchikwār"
"None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","0","None","None","None","Burusho","None","None","None","None","None","None","None","Burusho","9999","9999","None","None","None","AS","None","Pakistan","0.0","0","None","Burushaski","BSK","None",""
"None","None","None","None","Eb06","Buryat","1900","None","None","None","None","None","None","None","None","None","0","None","None","None","None","None","None","None","None","None","None","None","Buryat","1900","1900","None","Southeast of Lake Baikal","None","AS","None","Russia","300.0","1900","None","Buriat","MNB","None",""
"None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","0","None","None","None","Buryat","None","None","None","None","None","None","None","Buryat","9999","9999","None","None","None","AS","None","Russia","0.0","0","None","Buriat","MNB","None",""
"None","None","None","None","Ej05","Cambodians","1950","None","Ej05","Cambodians","1950","None","E23b","Cambodians","1900","None","0","None","None","None","None","None","None","None","None","None","None","None","Cambodians","1950","1950","None","None","None","AS","Mainland Southeast Asia","Cambodia","3500.0","1950","None","Khmer, Central","KMR","None",""
"None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","0","None","None","None","Cambodians","None","None","None","None","None","None","None","Cambodians","9999","9999","None","None","None","AS","Mainland Southeast Asia","Cambodia","0.0","0","None","Khmer, Central","KMR","None",""
"None","None","None","None","Ed16","Cantonese","1940","None","None","None","None","None","None","None","None","None","0","None","None","None","None","None","None","None","None","None","None","None","Cantonese","1940","1940","Yannon Village","None","None","AS","None","China","0.0","0","None","Chinese, Yue","YUH","None",""
"None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","0","None","None","None","Cantonese","None","None","None","None","None","None","None","Cantonese","9999","9999","None","None","None","AS","None","China","0.0","0","None","Chinese, Yue","YUH","None",""
"None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","0","30","Thai-Kadai, Malays","None","None","AO07","Central Thai","37","None","AO07","Central Thai","http://ehrafworldcultures.yale.edu/document?id=ao07-037
","Central Thai","9999","9999","Bang Chan","None","None","AS","Mainland Southeast Asia","Thailand","0.0","0","None","Thai","THJ","None","Siamese Tai,Syam,T'ai,Tai,Thai,Thais"
"76","Siamese/Central Thai","1955","l. Sharp and J. Hanks are cited as authorities.","None","None","None","None","None","None","None","None","E21a","Siamese/Central Thai","1955","Thai-Kadai and Miao-Yao Peoples","0","None","None","None","None","AO07","Central Thai","1,2,3,4,5,6,7,8,11,27,28,33,34","Fieldwork in these sources ranges from 1948 to 1957","AO07","Central Thai","http://ehrafworldcultures.yale.edu/document?id=ao07-001
http://ehrafworldcultures.yale.edu/document?id=ao07-003
http://ehrafworldcultures.yale.edu/document?id=ao07-004
http://ehrafworldcultures.yale.edu/document?id=ao07-005
http://ehrafworldcultures.yale.edu/document?id=ao07-006
http://ehrafworldcultures.yale.edu/document?id=ao07-007
http://ehrafworldcultures.yale.edu/document?id=ao07-008
http://ehrafworldcultures.yale.edu/document?id=ao07-011
http://ehrafworldcultures.yale.edu/document?id=ao07-028
http://ehrafworldcultures.yale.edu/document?id=ao07-034
","Central Thai","1948","1971","Bang Chan","None","None","AS","Mainland Southeast Asia","Thailand","1.7","1954","None","Thai","THJ","None","Siamese Tai,Syam,T'ai,Tai,Thai,Thais"
"None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","0","None","None","None","None","AO07","Central Thai","34 (partial), 38","None","None","None","None","Central Thai","1960","1960","Bang Chan","None","None","AS","Mainland Southeast Asia","Thailand","1.7","1954","None","Thai","THJ","None",""
"None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","0","None","None","None","Thai","None","None","None","None","None","None","None","Central Thai","9999","9999","None","None","None","AS","Mainland Southeast Asia","Thailand","0.0","0","None","Thai","THJ","None",""
"None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","0","None","None","None","Ch'i-tan","None","None","None","None","None","None","None","Ch'i-tan","1000","1000","None","None","None","AS","None","China","0.0","0","None","Not Found","000","None",""
"None","None","None","None","Eb07","Chahar","1930","None","Eb07","Chahar","1930","None","None","None","None","None","0","None","None","None","None","None","None","None","None","None","None","None","Chahar","1930","1930","None","None","None","AS","None","China","2.3","1943","None","Mongolian, China","MVF","None",""
"None","None","None","None","Ei10","Chakma","1870","None","Ei10","Chakma","1870","None","None","None","None","None","0","None","None","None","None","None","None","None","None","None","None","None","Chakma","1870","1870","None","None","None","AS","None","Bangladesh","125.0","1951","None","Chakma","CCP","None",""
"None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","0","None","None","None","Chakma","None","None","None","None","None","None","None","Chakma","9999","9999","None","None","None","AS","None","Bangladesh","0.0","0","None","Chakma","CCP","None",""
"None","None","None","None","Ej11","Cham","1950","None","Ej11","Cham","1950","None","None","None","None","None","0","None","None","None","None","None","None","None","None","None","None","None","Cham","1950","1950","None","non-Muslim Cham of Vietnam","None","AS","Mainland Southeast Asia","Vietnam","40.0","0","None","Cham, Eastern","CJM","None",""
"None","None","None","None","Ci07","Chechen","1900","None","Ci07","Chechen","1900","None","None","None","None","None","0","None","None","None","None","None","None","None","None","None","None","None","Chechen","1900","1900","None","None","None","AS","None","Russia","400.0","1939","None","Chechen","CJC","None",""
"None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","0","None","None","None","Chechen","None","None","None","None","None","None","None","Chechen","9999","9999","None","None","None","AS","None","Russia","0.0","0","None","Chechen","CJC","None",""
"None","None","None","None","Eg01","Chenchu","1940","None","Eg01","Chenchu","1940","Indian Hunters and Gatherers","E15e","Chenchu","1940","None","0","None","None","None","None","None","None","None","None","None","None","None","Chenchu","1940","1940","None","None","Special reference is made to the forest group.","AS","None","India","0.0","0","None","Chenchu","CDE","None",""
"None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","0","None","None","None","Chenchu","None","None","None","None","None","None","None","Chenchu","9999","9999","None","None","None","AS","None","India","0.0","0","None","Chenchu","CDE","None",""
"None","None","None","None","Ei19","Chin","1940","Matching reference to SES is Lehman.","Ei19","Chin","1940","Matching reference to SES is Lehman.","None","None","None","None","0","None","None","Chin","None","None","None","None","None","None","None","None","Chin","1940","1940","None","None","None","AS","Mainland Southeast Asia","Burma","350.0","1943","None","Not Clear--Chin, ?","999","None",""
"None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","0","None","None","Ng'men Chin","None","None","None","None","None","None","None","None","Chin","1960","1960","None","None","Probably Southern Chin as judged from Encyclopedia of World ì Cultures, but do not know country.","AS","None","","0.0","0","None","Not Clear","999","None",""
"None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","0","None","None","Haka Chin","None","None","None","None","None","None","None","None","Chin","1917","1917","None","None","None","AS","Mainland Southeast Asia","Bangladesh; Burma","0.0","0","None","Chin, Haka","CNH","None",""
"None","None","None","None","Ei19","Chin","1940","Match only in that same source is referred to; EA reference is really general; SES refers to Stevenson.","Ei19","Chin","1940","Matches only in that same source referred to; should focus on Laizo and Stevenson reference.","None","None","None","None","0","None","None","Laizo Chin","None","None","None","None","None","None","None","None","Chin","1940","1940","None","Laizo","None","AS","Mainland Southeast Asia","Burma","0.0","0","None","Chin, Falam","HBH","None",""
"114","Chinese","1936","None","Ed15","Chinese","1936","Cannot locate in EA; based on AWC and SCCS remarks","None","None","None","None","E11a","Chekiang Chinese","1935","None","0","None","None","None","None","AF01","China","14","None","AE15","Han Chinese","http://ehrafworldcultures.yale.edu/document?id=ae15-014
http://ehrafworldcultures.yale.edu/document?id=ae15-085 (partial)
http://ehrafworldcultures.yale.edu/document?id=ae15-086 (partial)
http://ehrafworldcultures.yale.edu/document?id=ae15-090 (partial)
http://ehrafworldcultures.yale.edu/document?id=ae15-096
http://ehrafworldcultures.yale.edu/document?id=ae15-116
http://ehrafworldcultures.yale.edu/document?id=ae15-117 (partial)
http://ehrafworldcultures.yale.edu/document?id=ae15-118 (partial)
","Han Chinese","1936","1936","Kaixiangang Village","None","None","AS","None","China","0.0","0","None","Not Clear","999","None","Cantonese,Chinese, Han,Hakka,Han,Han Chinese,Haw,Hua,Kaihsienkung,Kaixiangong,Min,Min Chinese,Zhongguo ren"
"None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","0","None","None","None","Chinese(Shantung)","None","None","None","None","None","None","None","Chinese","9999","9999","None","None","None","AS","None","China","0.0","0","None","Not Clear","999","None",""
"None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","0","24","Paleo-Siberians","None","None","RY02","Chukchee","17(partial),19,22","None","RY02","Chukchee","http://ehrafworldcultures.yale.edu/document?id=ry02-008
http://ehrafworldcultures.yale.edu/document?id=ry02-019
http://ehrafworldcultures.yale.edu/document?id=ry02-022
http://ehrafworldcultures.yale.edu/document?id=ry02-031
","Chukchee","9999","9999","None","None","None","AS","None","Russia","0.0","0","None","Chukot","CKT","None","Ankalyn,Chavchu (Chukchee),Chukchee,Chukchi,Luoravetlan,Luorawetlan,Lygoravetlyon,Lyguo Ravetlan"
"121","Chukchee","1900","None","Ec03","Chukchee","1900","None","Ec03","Chukchee","1900","None","E06a","Chukchee","1900","None","0","24","Paleo-SIberians","Chukchee","None","RY02","Chukchee","1,2(partial)","None","RY02","Chukchee","http://ehrafworldcultures.yale.edu/document?id=ry02-001
http://ehrafworldcultures.yale.edu/document?id=ry02-002 (partial)
","Chukchee","1900","1900","None","None","Special reference is made to the Reindeer Chukchee.","AS","None","Russia","9.0","1900","None","Chukot","CKT","None","Ankalyn,Chavchu (Chukchee),Chukchee,Chukchi,Luoravetlan,Luorawetlan,Lygoravetlyon,Lyguo Ravetlan"
"None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","0","None","None","None","Chukchee(Reindeer)","None","None","None","None","None","None","None","Chukchee","9999","9999","None","None","None","AS","None","Russia","0.0","0","None","Chukot","CKT","None",""
"None","None","None","None","Eg05","Coorg","1930","None","Eg05","Coorg","1930","None","E15d","Coorg","1930","None","0","None","None","None","None","AW05","Coorg","1,2,3(partial)","None","AW05","Kodava","","Coorg","1940","1940","None","None","None","AS","None","India","40.0","1936","None","Kodagu","KFA","None","Coorg"
"None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","0","None","None","None","Coorg","None","None","None","None","None","None","None","Coorg","9999","9999","None","None","None","AS","None","India","0.0","0","None","Kodagu","KFA","None",""
"None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","0","None","None","Coorg","None","AW05","Coorg","4","Source 4 also contains culture history","AW05","Kodava","","Coorg","1860","1860","None","None","None","AS","None","India","40.0","1937","None","Kodagu","KFA","None","Coorg"
"None","None","None","None","Eb04","Dagur","1940","None","None","None","None","None","None","None","None","None","0","None","None","None","None","None","None","None","None","None","None","None","Dagur","1940","1940","None","Botaha area","None","AS","None","China","0.0","0","None","Daur","DTA","None",""
"None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","0","None","None","None","Dagor(Botaha)","None","None","None","None","None","None","None","Dagur","9999","9999","None","None","None","AS","None","China","0.0","0","None","Daur","DTA","None",""
"None","None","None","None","Ee05","Dard","1870","None","Ee05","Dard","1870","None","E02b","Dard","1870","None","0","None","None","Dard","None","None","None","None","None","None","None","None","Dard","1870","1870","None","None","Special reference is made to Gilgit.","AS","None","Pakistan","0.0","0","None","Not Found","000","None",""
"None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","0","None","None","None","Dard(Shina)","None","None","None","None","None","None","None","Dard","9999","9999","None","None","None","AS","None","Pakistan","0.0","0","None","Not Found","000","None",""
"None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","0","None","None","None","None","AF15","East China","2,3","None","None","None","None","Eastern Chinese","9999","9999","Shanghai","None","None","AS","None","China","0.0","0","None","Chinese, Wu","WUU","None",""
"69","Garo","1955","None","None","None","None","None","None","None","None","None","E18a","Garo","1955","Prov. name-Tibeto-Burman Peoples of Assam","0","27","Tibeto-Burmans","None","None","AR05","Garo","1,3,4","None","AR05","Garo","http://ehrafworldcultures.yale.edu/document?id=ar05-001
http://ehrafworldcultures.yale.edu/document?id=ar05-003
","Garo","1955","1955","Rengsanggri","None","None","AS","None","India","0.0","0","None","Garo","GRT","None","Achik,Ambeng,Atong,Awe,Chisak,Gara-Ganching,Garo (Indic people),Matabeng,Matchi-Dual,Megam,Ruga-Chibox"
"None","None","None","None","Ei01","Garo","1900","None","Ei01","Garo","1900","None","None","None","None","None","0","27","Tibeto-Burmans","Garo","None","AR05","Garo","2","None","AR05","Garo","http://ehrafworldcultures.yale.edu/document?id=ar05-002
","Garo","1900","1900","Rengsanggri","None","None","AS","None","India","0.0","0","None","Garo","GRI","None","Achik,Ambeng,Atong,Awe,Chisak,Gara-Ganching,Garo (Indic people),Matabeng,Matchi-Dual,Megam,Ruga-Chibox"
"None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","0","None","None","None","Garo","None","None","None","None","None","None","None","Garo","9999","9999","None","None","None","AS","None","India","0.0","0","None","Garo","GRT","None",""
"None","None","None","None","Ci08","Georgians","1850","None","None","None","None","None","None","None","None","None","0","None","None","None","None","RI01","Georgia","1","None","None","None","None","Georgians","1850","1850","None","None","None","AS","None","Georgia","1600.0","1926","None","Georgian","GEO","None",""
"None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","0","None","None","None","Georgians","None","None","None","None","None","None","None","Georgians","9999","9999","None","None","None","AS","None","Georgia","0.0","0","None","Georgian","GEO","None",""
"119","Gilyak","1890","None","Ec01","Gilyak","1920","None","Ec01","Gilyak","1920","None","E07b","Gilyak","1920","None","0","None","None","Gilyak","None","RX02","Gilyak","1","None","RX02","Nivkh","http://ehrafworldcultures.yale.edu/document?id=rx02-001
","Gilyak","1890","1890","None","Sakhalin Island","None","AS","None","Russia","0.0","0","None","Gilyak","NIV","None","Giliak,Gilyak,Gilyaki,Giriya(a)ku,Nibuhi,Nighvng,Nikubun,Nivkh,Nivkhgu,Nivkhi,Nivxgu,Nivxi"
"None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","0","None","None","None","Gilyak","None","None","None","None","None","None","None","Gilyak","9999","9999","None","None","None","AS","None","Russia","0.0","0","None","Gilyak","NIV","None",""
"None","None","None","None","Ec09","Goldi","1920","None","Ec09","Goldi","1920","None","E09c","Goldi","1930","None","0","None","None","None","None","None","None","None","None","None","None","None","Goldi","1920","1920","None","None","None","AS","None","China; Russia","0.1","1930","None","Nanai","GLD","None",""
"None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","0","None","None","None","Goldi","None","None","None","None","None","None","None","Goldi","9999","9999","None","None","None","AS","None","China; Russia","0.0","0","None","Nanai","GLD","None",""
"60","Gond","1938","None","Eg03","Gond","1938","None","Eg03","Gond","1938","None","E15b","Gond","1930","None","0","None","None","None","None","AW32","Gond","1,4(partial)","None","AW32","Gond","http://ehrafworldcultures.yale.edu/document?id=aw32-001
http://ehrafworldcultures.yale.edu/document?id=aw32-002
","Gond","1938","1938","None","Bastar State","Special reference is made to the Hill Maria Gond.","AS","None","India","11.5","1927","See 1:28.","Gondi","GON","None","Bhatra,Bison Horn Maria,Dhruva,Doria,Goindi,Gond (Indic people),Gond Bards,Gondi,Gotta,Gōndi,Hill Maria,Koi,Koitur,Koya,Maria,Muria,Pardha,Parja"
"None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","0","None","None","None","Gond(Hill Maria)","None","None","None","None","None","None","None","Gond","9999","9999","None","None","None","AS","None","India","0.0","0","None","Gondi","GON","None",""
"None","None","None","None","Ef09","Gujarati","1136","None","Ef09","Gujarati","1136","None","E13e","Gujarati","1920","None","0","None","None","None","None","AW07","Gujarati","1,3","None","AW07","Gujarati","","Gujarati","1926","1926","Atgam","Surat District","EA-Summary and AWC are misleading. Neither lists a specific ì place-focus but both cite Karve (1942-42) and Mukhtyar (1930) as ì sources. Mukhtyar (1930) is the only field study. Karve is an ì analysis of kinship terminology. Mukhtyar's study is an economic ì examination of Atgam village. Coded data in EA-Summary and AWC ì may or may not be specific to the village of Atgam. Caution is ì advised.","AS","None","India","0.0","0","None","Gujarati","GJR","None","Gujaratees,Gujratis"
"None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","0","None","None","None","None","AW07","Gujarati","3","None","None","None","None","Gujarati","1946","1946","Bhuvel","Baroda Dist.","None","AS","None","India","1.1","1946","The actual figure is 1070 (4:8).","Gujarati","GJR","None",""
"None","None","None","None","Ea03","Hazara","1930","None","Ea03","Hazara","1930","None","E01d","Hazara","1930","None","0","None","None","None","None","None","None","None","None","None","None","None","Hazara","1930","1930","None","None","Special reference is made to Urazgani.","AS","Central Asia","Afghanistan","65.0","0","This is the population figure for Urazgani.","Hazaragi","HAZ","None",""
"None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","0","None","None","None","Hazara(Urazgani)","None","None","None","None","None","None","None","Hazara","9999","9999","None","None","None","AS","Central Asia","Afghanistan","0.0","0","None","Hazaragi","HAZ","None",""
"None","None","None","None","Ef04","Ho","1920","None","None","None","None","None","None","None","None","None","0","None","None","Ho","None","None","None","None","None","None","None","None","Ho","1920","1920","None","None","None","AS","None","India","523.0","1931","None","Ho","HOC","None",""
"None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","0","None","None","None","Ho","None","None","None","None","None","None","None","Ho","9999","9999","None","None","None","AS","None","India","0.0","0","None","Ho","HOC","None",""
"None","None","None","None","Ed13","Ishigakians","1940","None","None","None","None","None","None","None","None","None","0","None","None","None","None","None","None","None","None","None","None","None","Ishigakians","1940","1940","Kabira","None","None","AS","None","Japan","21.0","1940","None","Yaeyama (?)","RYS","According to the Encylopedia of World Cultures, the Okinawans speak Japanese; but Ethnologue lists other languages for the various islands",""
"None","None","None","None","Ed05","Japanese","1950","None","Ed05","Japanese","1950","None","E08a","Japanese","1950","None","0","None","None","None","None","None","None","None","None","None","None","None","Japanese","1950","1950","Okayama","None","None","AS","None","Japan","80000.0","0","None","Japanese","JPN","None",""
"None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","0","None","None","None","Japanese","None","None","None","None","None","None","None","Japanese","9999","9999","None","None","None","AS","None","Japan","0.0","0","None","Japanese","JPN","None",""
"None","None","None","None","Ee07","Kachari","1840","None","None","None","None","None","None","None","None","None","0","None","None","None","None","None","None","None","None","None","None","None","Kachari","1840","1840","None","None","None","AS","None","India","0.0","0","None","Bodo","BRX","None",""
"None","None","None","None","Ei05","Kachin","1940","None","Ei05","Kachin","1940","HRAF 26 is cited.","E18c","Kachin","1949","Prov. Name-Tibeto-Burman Peoples of Assam; HRAF 26 is cited. The focus is on the Jinghpaw around Bhamo.","0","None","None","Kachin (Jinghpaw)","None","AP06","Kachin","26","None","AP06","Kachin","http://ehrafworldcultures.yale.edu/document?id=ap06-026
http://ehrafworldcultures.yale.edu/document?id=ap06-035 (partial)
","Kachin","1939","1939","None","None","Special attention is given to the Jinghpaw.","AS","Mainland Southeast Asia","Burma; China","327.0","1931","None","Jingpo","CGP","None","Achang,Atsi,Chingpaw,Dashan,Jinghpaw,Jingpo,Khang,Lashi,Lechi,Lisu,Maru,Nung,Rawang,Singfo,Singpho,Theinbaw,Tsaiva,Yawyin"
"None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","0","None","None","None","None","AP06","Kachin","28","None","AP06","Kachin","http://ehrafworldcultures.yale.edu/document?id=ap06-028
","Kachin","1952","1952","Lajung","None","None","AS","Mainland Southeast Asia","Burma; China","500.0","1952","None","Jingpo","CGP","None","Achang,Atsi,Chingpaw,Dashan,Jinghpaw,Jingpo,Khang,Lashi,Lechi,Lisu,Maru,Nung,Rawang,Singfo,Singpho,Theinbaw,Tsaiva,Yawyin"
"None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","0","None","None","None","Kachin(Jinghpaw)","None","None","None","None","None","None","None","Kachin","9999","9999","None","None","None","AS","Mainland Southeast Asia","Burma","0.0","0","None","Jingpo","CGP","None",""
"None","None","None","None","Ei07","Karen","1910","None","Ei07","Karen","1910","HRAF 19 is cited as one of the sources used.","E19c","Karen","1910","HRAF 19 is cited. Full Province Name is Tibeto-Burman Peoples of Burma.","0","None","None","Karen","None","AP07","Karen","10, 19","None","AP07","Karen","http://ehrafworldcultures.yale.edu/document?id=ap07-010
http://ehrafworldcultures.yale.edu/document?id=ap07-019
","Karen","1910","1910","None","None","None","AS","Mainland Southeast Asia","Burma","42.2","1910","None","Karen, ?","999","The Ethnologue lists fourteen Karen entries for Burma. Which of these is appropriate is uncertain.","B'ghwe,Bama Kayin,Bre,Bwe,Kareang,Karenni,Kariang,Kayah,Kayin,Padaung,Pwo,Red Karen,Sgaw,Talaing,Taungthu,Yang,Yinbaw"
"None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","0","None","None","None","Karen","None","None","None","None","None","None","None","Karen","9999","9999","None","None","None","AS","Mainland Southeast Asia","Burma","0.0","0","None","Karen, ?","999","None",""
"None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","0","None","None","None","None","AV04","Kashmiri","1","None","AV04","Kashmiri","","Kashmiri","1895","1895","None","Kashmir","None","AS","None","India","0.0","0","None","Kashmiri","KSH","None","Kasheer,Kashmir,Kasmira,Uttersoo-Brariangan"
"None","None","None","None","Ef08","Kashmiri","1950","None","Ef08","Kashmiri","1950","None","E02c","Kashmiri","1950","None","0","None","None","None","None","AV04","Kashmiri","4,5","None","AV04","Kashmiri","","Kashmiri","1950","1950","None","Kashmir","HRAF 1 is cited as a source in AWC and EA-Summary. It can in no ì way be used as a major source for information on +1950 since ì field work was actuall conducted from +1889 to +1895. Special ì reference is made in this entry to the Sarasvati Brahmans.","AS","None","India","60.0","1952","See 4:37.","Kashmiri","KSH","None","Kasheer,Kashmir,Kasmira,Uttersoo-Brariangan"
"None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","0","None","None","None","None","AV04","Kashmiri","2,3","None","AV04","Kashmiri","","Kashmiri","1890","1920","Srinagar","Kashmir","None","AS","None","India","0.0","0","None","Kashmiri","KSH","None","Kasheer,Kashmir,Kasmira,Uttersoo-Brariangan"
"65","Kazak","1885","None","Eb01","Kazak","1910","None","Eb01","Kazak","1910","None","E03a","Kazak","1885","None","0","None","None","None","None","RQ02","Kazak","2,4","None","RQ02","Kazakh","http://ehrafworldcultures.yale.edu/document?id=rq02-002
http://ehrafworldcultures.yale.edu/document?id=rq02-004
","Kazak","1885","1885","None","None","None","AS","Central Asia","Kazakhstan","0.0","0","None","Kazakh","KAZ","None","Kazak,Kazakh,Kazakhs,Kazaks,Kazkh,Khazak,Kirghiz-Kaissacks,Kirghiz-Kazaks,Kirgiz-Kaisak,Kirgiz-Kazak"
"None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","0","None","None","None","Kazak","None","None","None","None","None","None","None","Kazak","9999","9999","None","None","None","AS","Central Asia","Kazakhstan","0.0","0","None","Kazakh","KAZ","None",""
"None","None","None","None","Ec08","Ket","1900","None","Ec08","Ket","1900","None","E05c","Ket/Yenisei Ostyak","1900","None","0","None","None","None","None","None","None","None","None","None","None","None","Ket","1900","1900","None","None","None","AS","None","Russia","1.3","0","None","Ket","KET","None",""
"None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","0","None","None","None","Ket","None","None","None","None","None","None","None","Ket","9999","9999","None","None","None","AS","None","Russia","0.0","0","None","Ket","KET","None",""
"66","Khalka Mongols","1920","None","Eb03","Khalka","1940","None","Eb03","Khalka","1940","None","E10a","Khalka Mongols","1920","None","0","None","None","None","None","None","None","None","None","AH01","Mongolia","http://ehrafworldcultures.yale.edu/document?id=ah01-016
","Khalka Mongols","1920","1920","None","Narobanchin Territ.","None","AS","None","Mongolia","0.0","0","None","Mongolian","KHK","None","Barga,Buriat (Mongolia),Juu Ud,Kalmuk Oirats,Khalkha,Khiangan,Khorchan,Menggu,Monggol (Mongolia),Mongolians,Mongols (Mongolia),Oirats (Mongolia)"
